AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2017,3784,Sahagún,19719,101.74,101.72,67.78,97.16,88.27,53.15,124.27,102.98,122.59,134.71,118.51,20.8,20.56,1.58,2.23,0.98,2.23,1.62,97.38,97.59,98.46,96.36,96.1,1.03,0.19,0.56,1.41,2.27,3.61,0.5,3.41,4.79,3.09
2017,3785,Cundinamarca (ETC),319503,87.83,87.59,52.02,84.98,78.18,48.73,98.16,80.77,100.34,106.5,84.86,15.82,27.47,2.61,3.23,1.78,3.55,2.53,95.74,96.38,97.22,93.87,95.43,1.65,0.39,1.01,2.57,2.04,2.36,0.65,1.93,3.56,1.48
2017,3786,Fusagasugá,25423,93.33,93.2,59.07,84.79,83.38,59.11,105.44,84.44,100.8,116.64,105.12,28.203,10.17,4.95,6.43,3.78,6.47,3.6,90.94,93.57,93.1,87.07,93.6,4.11,,3.12,6.46,2.81,1.28,0.25,0.42,2.34,1.58
2017,3787,Girardot,18916,91.86,91.66,52.58,88.22,79.31,52.13,102.09,89.02,104.01,106.69,94.44,28.179,0.0,3.91,4.46,3.76,4.64,2.07,88.61,95.54,89.73,84.53,92.42,7.48,,6.51,10.83,5.51,1.39,2.65,1.46,1.47,0.21
2017,3788,Soacha,114870,96.3,96.11,65.17,95.6,86.18,53.76,104.91,83.31,108.08,112.89,92.13,36.935,83.87,1.55,2.63,1.36,1.71,1.22,96.77,97.23,97.25,96.29,96.34,1.67,0.14,1.39,2.0,2.45,4.18,1.33,3.18,6.37,2.66
2017,3789,Chocó (ETC),112325,74.94,74.94,48.46,76.62,42.02,17.23,92.55,87.05,116.38,79.65,56.35,24.627,34.78,2.8,3.38,2.23,3.96,2.49,88.32,96.37,87.55,86.02,92.38,8.88,0.25,10.22,10.02,5.13,2.6,0.76,3.55,1.69,0.48
2017,3790,Huila (ETC),170771,77.11,77.1,53.58,76.21,67.88,36.49,85.48,73.13,90.2,91.45,67.7,28.323,30.14,3.59,2.76,2.31,5.65,3.35,88.31,97.16,92.13,80.77,88.73,8.1,0.08,5.55,13.59,7.92,2.42,0.21,2.02,3.69,1.77
2017,3791,Neiva,67003,101.47,101.17,84.86,100.0,82.06,48.55,113.7,116.27,118.88,117.63,92.5,27.432,8.43,4.76,4.27,3.54,6.95,3.14,84.7,94.57,88.05,76.87,88.75,10.54,1.16,8.41,16.18,8.11,3.97,1.25,3.34,5.84,2.62
2017,3792,La Guajira (ETC),98525,80.06,79.99,55.49,75.8,53.21,21.58,92.38,117.02,110.42,83.47,44.41,24.217,14.89,3.45,5.07,2.72,4.28,2.62,96.41,94.88,97.18,95.52,96.95,0.14,0.05,0.09,0.21,0.43,4.97,3.72,4.9,6.32,2.14
2017,3793,Maicao,44279,94.25,94.19,69.73,88.54,63.83,35.24,109.28,130.43,122.97,102.15,73.35,29.18,6.32,2.2,1.81,1.96,2.74,2.26,97.65,98.19,98.02,96.96,97.18,0.15,,0.02,0.3,0.56,1.69,0.8,2.21,1.41,0.62
2017,3794,Magdalena (ETC),182513,94.93,94.76,55.59,88.5,65.51,35.37,113.14,125.94,128.35,107.69,76.56,26.013,49.18,2.42,3.39,2.32,2.42,1.88,93.69,95.51,93.39,93.15,95.05,3.89,1.1,4.29,4.43,3.07,3.35,5.64,3.41,3.09,1.4
2017,3795,Ciénaga,25882,101.81,101.5,62.41,94.5,78.82,42.4,116.42,132.62,126.6,117.46,81.78,28.975,22.22,3.11,3.51,2.7,3.81,2.14,94.43,95.9,94.41,93.54,96.02,2.45,0.59,2.89,2.65,1.84,2.32,2.75,2.39,2.65,0.7
2017,3796,Meta (ETC),115598,90.12,90.09,55.54,88.0,74.51,38.96,100.69,83.09,111.94,104.02,72.39,30.751,29.49,4.9,4.82,4.02,6.5,3.98,89.56,95.05,91.59,84.84,91.22,5.54,0.13,4.39,8.66,4.8,1.02,0.09,0.82,1.65,0.58
2017,3797,Villavicencio,106246,91.82,91.74,58.38,89.85,79.47,48.85,103.79,87.94,105.68,107.56,99.43,31.449,4.64,3.32,4.2,2.85,3.98,2.62,92.36,95.73,94.21,88.97,93.62,4.31,0.07,2.93,7.06,3.76,1.07,0.11,0.97,1.6,0.41
2017,3798,Nariño (ETC),223685,63.47,63.47,32.98,59.27,50.53,25.49,76.17,60.13,85.41,78.86,56.11,17.047,21.6,1.52,1.18,1.03,2.06,2.15,97.42,98.34,97.86,96.73,97.12,1.06,0.48,1.11,1.21,0.73,2.61,0.9,2.3,3.75,1.46
2017,3799,Pasto,82253,81.05,80.92,48.86,77.57,75.54,43.21,91.67,64.53,89.45,105.48,82.12,27.693,94.59,1.24,0.71,0.73,1.92,0.99,92.26,99.11,95.93,87.36,92.89,6.5,0.18,3.34,10.72,6.12,3.69,0.57,2.45,5.67,2.79
2017,3800,San Andres de Tumaco,56203,79.04,78.97,34.11,76.36,55.36,23.49,97.95,75.02,117.25,96.69,60.05,26.417,24.41,1.44,1.71,1.16,1.74,1.9,93.02,97.91,92.48,91.86,96.59,5.54,0.38,6.36,6.4,1.51,2.88,1.51,3.57,2.66,0.55
2017,3801,Norte de Santander (ETC),164359,86.7,86.66,56.45,90.93,68.11,34.33,100.23,86.08,115.21,99.33,72.82,28.802,23.81,3.57,3.06,2.65,5.02,4.04,91.43,96.56,94.42,86.12,89.14,5.0,0.38,2.93,8.86,6.83,0.54,0.08,0.38,0.97,0.36
2017,3802,Cúcuta,139789,94.7,94.59,67.33,95.42,80.07,46.04,111.18,98.55,113.86,117.58,98.63,31.87,87.56,3.65,5.47,2.84,4.56,3.02,92.39,92.34,94.31,89.32,93.84,3.96,2.19,2.85,6.11,3.14,2.11,1.09,2.31,2.54,0.72
2017,3803,Quindio (ETC),53735,75.46,75.27,43.51,68.61,69.6,42.13,86.67,64.55,83.17,100.24,80.04,28.797,2.24,5.42,5.72,4.83,6.65,3.68,88.51,93.99,90.55,84.34,90.86,6.07,0.29,4.62,9.01,5.46,0.86,0.04,0.59,1.54,0.24
2017,3804,Armenia,54421,80.11,80.08,47.39,73.1,75.77,54.08,90.46,71.27,84.4,101.26,93.32,30.963,100.0,4.41,4.53,3.02,5.91,4.3,88.85,95.22,92.51,83.71,89.39,6.74,0.25,4.47,10.39,6.31,0.74,0.04,0.53,1.24,0.35
2017,3805,Risaralda (ETC),60975,77.29,77.26,48.19,71.86,64.87,39.24,89.52,72.46,93.7,96.0,74.53,26.577,16.49,5.07,4.97,3.73,7.16,4.31,92.01,94.92,94.61,87.54,92.89,2.93,0.11,1.66,5.3,2.8,2.23,0.27,1.8,3.6,1.13
2017,3806,Pereira,82638,96.08,95.64,61.43,89.69,84.51,51.06,113.73,90.88,107.55,126.21,115.38,27.407,96.61,5.15,6.87,4.24,6.48,3.54,87.29,91.88,89.86,81.99,91.27,7.55,1.25,5.91,11.54,5.19,3.17,1.72,3.09,4.09,1.62
2017,3807,Dosquebradas,37541,82.05,81.96,55.15,82.09,73.38,42.55,90.14,76.52,94.49,97.65,71.71,31.34,93.15,3.58,4.95,2.64,4.87,2.48,89.5,94.18,93.14,83.09,92.59,6.92,0.88,4.22,12.05,4.93,0.89,0.05,0.58,1.51,0.65
2017,3808,Santander (ETC),155843,91.76,91.72,52.65,87.51,83.98,50.22,104.44,84.99,103.3,117.56,92.06,26.22,28.04,2.82,3.74,2.13,3.53,2.8,91.46,95.63,93.86,87.45,91.38,5.72,0.63,4.0,9.02,5.82,1.18,0.27,1.09,1.71,0.57
2017,3809,Bucaramanga,92423,103.02,102.7,73.25,103.45,89.0,57.54,113.59,113.36,118.09,114.0,102.93,31.898,99.19,2.43,4.22,1.79,3.04,1.86,94.75,95.47,96.04,92.58,95.89,2.82,0.31,2.18,4.39,2.25,2.17,0.62,1.63,3.53,1.25
2017,3810,Barrancabermeja,37581,122.3,122.12,88.56,123.17,100.85,56.49,136.92,145.02,148.02,134.94,109.77,32.753,5.56,2.0,2.96,1.54,2.38,1.94,88.49,96.07,91.27,83.07,88.41,9.52,0.98,7.18,14.55,9.65,5.27,1.35,3.62,8.86,3.64
2017,3811,Floridablanca,45855,95.11,94.6,69.75,95.21,85.58,51.1,102.79,98.03,106.6,108.06,86.23,32.237,98.36,2.6,3.5,1.85,3.28,2.66,89.07,96.5,93.92,82.08,89.78,8.32,,4.22,14.63,7.55,0.95,0.11,0.84,1.42,0.35
2017,3812,Girón,37126,74.23,74.08,54.3,75.85,62.23,33.1,82.78,85.28,90.44,85.64,57.84,27.02,54.84,2.9,3.56,2.02,3.93,2.72,88.82,96.44,93.18,81.33,89.54,8.28,,4.8,14.74,7.74,8.22,3.39,6.95,11.95,4.94
2017,3813,Sucre (ETC),137768,96.73,96.69,66.51,93.86,74.01,41.82,111.91,140.85,121.86,107.47,80.37,22.018,38.28,2.81,3.39,2.23,3.6,2.39,87.96,95.7,88.78,83.6,89.34,9.22,0.9,8.99,12.8,8.26,1.13,0.51,1.05,1.61,0.73
2017,3814,Sincelejo,60179,98.48,98.37,77.49,98.41,81.0,48.86,111.53,108.29,119.15,113.08,92.18,28.659,94.85,2.39,2.72,2.02,2.89,2.05,87.57,97.28,89.2,82.94,89.27,10.05,,8.78,14.17,8.68,0.87,0.11,0.78,1.29,0.41
2017,3815,Tolima (ETC),190224,83.73,83.71,48.47,81.0,70.53,41.97,93.9,73.83,101.32,97.56,77.52,26.575,25.44,3.1,3.5,2.51,4.03,2.51,90.5,96.17,92.47,85.96,92.55,6.4,0.33,5.02,10.02,4.94,0.85,0.24,0.88,1.09,0.38
2017,3816,Ibagué,112916,84.42,84.26,54.44,82.06,74.11,46.58,95.21,83.56,97.07,102.35,82.47,30.221,10.65,2.58,3.6,2.32,2.97,1.81,89.16,95.59,91.95,84.27,90.85,8.26,0.81,5.73,12.76,7.34,0.5,0.06,0.36,0.8,0.28
2017,3817,Valle del Cauca (ETC),157190,86.65,86.6,54.74,81.0,78.26,43.72,100.12,81.15,100.01,113.61,83.45,26.679,32.12,3.84,4.68,3.12,4.55,3.78,89.87,94.74,92.03,85.91,91.32,6.29,0.58,4.85,9.55,4.9,1.55,0.68,1.59,1.9,0.86
2017,3818,Cali,440289,75.15,74.88,46.56,72.2,67.33,39.82,83.85,69.74,85.69,90.9,72.51,30.903,96.5,4.06,4.89,3.38,4.94,3.44,89.24,94.43,91.29,85.02,92.11,6.7,0.68,5.33,10.04,4.45,0.9,0.36,0.82,1.2,0.55
2017,3819,Buenaventura,96269,70.69,70.59,40.83,67.05,51.69,24.13,85.76,77.16,95.49,87.8,61.26,23.536,49.06,1.96,2.03,2.34,1.61,1.42,92.05,95.76,92.27,90.78,92.63,6.0,2.2,5.39,7.61,5.95,0.6,0.7,0.77,0.46,0.19
2017,3820,Guadalajara de Buga,18911,106.73,106.64,65.1,97.1,98.05,59.31,125.96,105.98,124.69,138.72,113.73,29.634,43.55,4.99,6.42,3.7,6.36,4.3,86.05,91.03,90.27,79.25,89.68,8.96,2.55,6.03,14.39,6.02,4.3,2.73,4.0,5.61,2.23
2017,3821,Cartago,23853,83.34,83.3,53.62,77.14,75.22,48.57,93.47,75.65,92.45,103.23,85.11,33.166,2.33,2.45,2.33,1.91,3.23,2.18,88.55,96.79,92.34,81.36,91.12,9.0,0.88,5.74,15.41,6.7,8.03,2.73,6.83,12.18,3.54
2017,3822,Palmira,51594,97.34,97.21,63.7,94.01,85.29,47.58,111.88,89.9,114.58,124.07,92.56,30.347,19.13,3.49,4.0,2.95,4.36,2.57,87.43,95.75,90.17,81.11,91.88,9.08,0.25,6.88,14.53,5.55,2.59,0.4,2.15,3.94,1.3
2017,3823,Tuluá,38921,90.29,90.22,58.58,84.53,85.11,53.26,102.75,77.16,98.72,118.92,93.43,31.498,59.09,4.87,5.0,3.75,6.42,3.72,91.65,94.87,92.91,89.27,93.39,3.48,0.13,3.34,4.31,2.89,0.67,0.38,0.37,1.05,0.58
2017,3824,Arauca (ETC),75197,75.04,75.02,47.31,73.96,58.4,30.87,86.6,83.24,97.04,85.63,62.25,21.767,35.81,3.63,3.9,3.28,4.23,3.21,96.31,96.1,96.72,95.77,96.07,0.07,,,,0.73,7.17,5.85,6.85,9.05,3.68
2017,3825,Casanare (ETC),54652,95.04,95.0,64.74,93.51,79.11,43.45,109.78,95.19,121.55,112.5,81.45,25.094,17.73,2.97,3.16,2.38,3.8,2.87,91.51,96.74,93.4,87.34,92.32,5.52,0.1,4.22,8.86,4.81,2.04,0.19,1.83,3.03,1.29
2017,3826,Putumayo (ETC),91161,75.25,75.24,39.01,71.89,63.92,33.63,88.54,75.55,93.0,93.8,73.4,27.3,16.36,5.74,5.74,4.07,7.98,5.7,88.12,94.07,91.11,82.49,89.11,6.14,0.2,4.82,9.53,5.19,2.65,0.53,2.31,3.89,1.68
2017,3827,"Archipiélago de San Andrés, Providencia y Santa Catalina (ETC)",15106,67.84,67.64,51.18,67.84,59.69,37.76,72.38,67.06,77.72,75.58,55.57,27.407,79.17,1.15,0.75,1.29,1.13,0.9,97.88,99.25,98.09,97.04,98.6,0.97,,0.62,1.82,0.5,2.04,1.34,1.22,3.75,0.8
2017,3828,Amazonas (ETC),22269,83.6,82.1,48.95,80.56,60.67,30.05,96.56,92.62,108.0,94.3,72.21,20.971,16.5,4.88,6.38,3.06,6.98,6.23,87.45,92.71,90.04,82.0,86.58,7.67,0.91,6.91,11.01,7.19,5.96,3.3,7.06,6.05,2.42
2017,3829,Guainía (ETC),11965,79.98,79.98,59.6,78.83,36.62,8.82,97.94,114.71,123.49,89.36,42.1,25.747,16.67,7.68,9.35,6.14,10.36,6.97,76.79,82.73,78.42,70.35,79.66,15.53,7.92,15.44,19.29,13.37,3.13,2.86,3.35,3.28,0.38
2017,10904,Chía,25996,103.48,102.22,55.2,96.15,94.21,62.89,113.51,90.78,110.01,122.86,114.26,29.92,100.0,2.21,3.3,1.66,2.73,2.04,89.49,92.33,92.16,84.62,92.82,8.3,4.37,6.18,12.65,5.14,1.37,0.21,1.11,2.17,0.57
2017,3830,Guaviare (ETC),31876,55.03,55.02,25.67,53.29,43.54,21.57,67.6,48.69,75.31,71.0,49.66,30.37,14.94,4.34,6.13,3.53,5.33,4.0,94.39,93.87,94.71,93.91,94.69,1.27,,1.76,0.76,1.31,2.86,0.78,2.17,4.77,1.69
2017,3831,Vaupés (ETC),12668,66.48,65.38,23.37,65.39,39.27,14.03,78.29,45.08,99.3,74.08,48.28,14.709,13.39,8.0,8.77,6.05,11.69,7.85,80.89,90.64,79.81,80.1,84.99,11.12,0.58,14.14,8.21,7.15,3.16,0.78,3.57,3.38,0.98
2017,3832,Vichada (ETC),22282,77.93,77.93,46.15,79.59,33.87,14.91,92.69,89.56,134.58,64.13,37.4,21.875,37.7,8.65,9.47,7.97,10.48,7.4,76.3,89.9,72.75,78.22,85.12,15.05,0.63,19.29,11.3,7.49,11.73,5.42,13.39,11.82,3.74
2017,3960,Malambo,27645,83.53,83.21,48.32,84.32,68.2,38.5,89.31,74.8,102.13,89.4,63.9,31.697,100.0,1.32,2.54,1.38,1.14,0.92,98.49,97.46,98.55,98.45,98.98,0.19,,0.07,0.41,0.1,0.93,0.74,1.08,0.97,0.19
2017,4382,Quibdó,33440,93.46,93.45,73.15,92.06,72.19,38.78,105.42,109.9,117.79,99.08,81.95,21.752,52.48,1.13,1.82,1.02,1.18,0.89,88.98,97.84,90.15,83.1,93.31,9.88,0.34,8.83,15.72,5.8,1.15,0.65,1.73,0.67,0.16
2017,4436,Pitalito,30808,95.11,95.07,63.87,94.2,81.56,40.93,108.62,94.09,111.78,116.95,91.73,30.15,3.8,5.54,4.1,3.41,8.86,5.2,81.89,95.7,88.29,69.94,82.63,12.57,0.19,8.3,21.2,12.18,6.35,0.39,5.15,9.52,5.53
2017,4449,Riohacha,76495,65.62,65.55,44.71,62.93,45.63,22.38,72.35,60.28,85.18,70.21,45.46,24.995,9.55,3.41,5.64,3.04,3.69,2.75,87.29,92.9,87.6,84.27,92.19,9.3,1.46,9.36,12.04,5.06,7.71,7.63,8.22,8.18,2.01
2017,4460,Uribia,51922,65.38,65.38,40.78,69.4,21.09,4.95,76.82,81.5,118.97,43.53,21.31,32.111,3.24,2.3,3.13,1.79,3.71,2.89,92.31,96.13,92.29,89.65,94.22,5.39,0.73,5.92,6.64,2.89,4.69,2.74,5.77,2.42,0.62
2017,4546,Ipiales,31054,73.99,73.93,49.47,74.48,61.59,33.62,86.0,76.93,90.35,88.51,74.58,26.821,75.61,0.81,0.89,0.54,1.05,1.1,99.13,99.11,99.44,98.93,98.52,0.06,,0.02,0.03,0.38,6.67,2.78,5.35,9.76,4.77
2016,3760,Bello,92630,80.23,80.17,51.65,79.89,66.1,39.29,91.98,64.43,95.05,102.97,76.36,33.056,92.06,4.89,4.05,3.94,6.87,3.12,92.56,95.5,94.12,89.24,94.9,2.55,0.45,1.94,3.9,1.99,2.3,0.45,2.38,3.07,0.5
2016,10930,Zipaquirá,26238,87.75,87.47,63.63,87.08,74.51,49.15,96.52,87.14,99.03,100.3,87.15,23.731,94.29,4.55,3.99,2.71,7.07,3.33,82.49,94.94,88.73,72.4,86.25,12.96,1.08,8.56,20.53,10.42,3.74,0.43,3.21,5.24,2.69
2016,10904,Chía,25731,103.24,101.93,58.19,94.44,93.75,62.36,114.22,91.98,109.4,124.63,115.86,21.011,100.0,3.41,3.38,2.76,4.62,2.13,89.69,90.51,92.57,84.76,93.56,6.9,6.12,4.66,10.62,4.32,1.09,0.32,0.73,1.8,0.69
2016,10857,Mosquera,18603,131.92,131.33,89.12,133.02,118.61,72.68,141.0,121.75,150.63,148.72,112.88,29.116,100.0,4.27,3.9,2.75,6.24,4.16,83.51,95.64,89.37,73.48,85.19,12.22,0.46,7.88,20.28,10.65,0.68,0.46,0.28,1.29,0.47
2016,10850,Facatativá,29446,85.9,85.66,63.55,84.83,75.09,47.3,93.09,81.9,96.65,96.42,82.71,23.441,100.0,3.53,2.58,3.09,4.27,3.4,88.02,96.57,90.9,83.01,88.24,8.45,0.86,6.01,12.71,8.36,0.72,0.34,0.7,0.98,0.18
2016,7740,Sabaneta,7503,128.31,128.11,91.81,130.12,121.72,69.63,138.97,116.05,143.57,157.74,108.83,29.039,88.89,2.13,2.2,1.55,3.02,1.47,95.35,97.25,96.72,93.03,96.74,2.52,0.55,1.73,3.95,1.79,2.66,0.28,1.69,4.83,0.63
2016,7692,Apartado,48505,60.75,60.75,30.69,58.71,51.07,26.06,82.04,48.92,93.91,88.45,56.86,34.03,37.5,5.69,3.25,4.18,8.86,3.88,84.8,96.59,88.51,76.0,88.7,9.51,0.15,7.31,15.15,7.42,1.49,0.52,1.27,2.32,0.41
2016,7609,Rionegro,24599,83.87,83.59,52.11,77.94,76.27,49.68,95.33,66.15,90.39,109.76,92.33,28.788,85.0,3.71,1.78,2.03,6.05,3.14,81.34,97.7,86.39,72.16,84.86,14.95,0.52,11.58,21.79,12.0,6.1,1.36,5.2,8.91,2.88
2016,4911,Santa Marta,119614,88.42,88.05,55.72,83.63,74.33,42.91,99.9,93.24,104.25,107.43,77.8,23.672,64.74,3.63,4.9,3.69,3.62,2.68,92.06,93.53,92.65,90.33,94.58,4.31,1.56,3.66,6.04,2.74,1.21,1.17,0.89,1.76,0.63
2016,4910,Cartagena,211933,95.92,95.76,63.84,95.67,79.39,51.55,104.75,96.86,114.57,106.03,82.93,27.31,93.09,2.75,4.0,2.16,3.32,2.54,89.13,94.83,91.34,84.77,90.1,8.12,1.17,6.5,11.91,7.36,2.12,0.91,1.98,2.9,1.13
2016,4909,Barranquilla,239963,98.09,97.83,58.71,92.27,84.59,57.78,107.49,89.81,111.95,112.05,96.09,28.283,99.05,2.01,2.66,1.96,2.14,1.46,95.65,95.47,96.01,94.69,97.17,2.35,1.87,2.03,3.17,1.37,1.26,1.76,1.18,1.56,0.43
2016,4841,Yopal,33606,105.5,105.41,77.87,104.41,87.1,52.91,117.76,105.2,123.18,123.87,97.88,25.464,69.57,4.55,4.68,4.18,5.93,1.82,88.02,94.9,91.43,80.42,93.13,7.42,0.41,4.4,13.65,5.05,7.15,3.49,6.89,10.08,1.51
2016,4832,Yumbo,22405,91.35,90.7,56.17,86.65,79.47,44.62,104.42,83.4,104.66,119.14,86.01,24.502,100.0,4.1,5.29,3.83,4.79,2.27,89.73,93.44,92.04,84.85,94.17,6.17,1.27,4.13,10.36,3.57,1.26,0.88,0.88,2.02,0.54
2016,4815,Jamundí,23968,88.03,88.01,47.15,81.86,76.18,44.15,119.45,71.67,118.45,131.02,122.64,25.737,71.01,3.97,4.33,3.06,5.42,2.76,85.38,95.2,89.04,78.2,88.32,10.65,0.47,7.9,16.38,8.92,0.49,0.28,0.48,0.66,0.05
2016,4700,Piedecuesta,29632,98.68,98.55,67.88,100.48,86.65,51.74,107.74,95.78,114.14,113.13,87.94,25.935,50.65,2.87,2.81,1.9,4.17,2.5,89.2,97.07,94.27,81.86,88.76,7.93,0.12,3.83,13.97,8.74,1.59,0.54,1.13,2.52,1.04
2016,4546,Ipiales,30906,74.67,74.64,47.42,75.61,60.55,34.81,86.36,77.53,91.62,86.79,76.74,25.456,81.48,0.87,0.43,0.51,1.45,0.92,98.55,99.51,99.32,97.47,97.99,0.58,0.06,0.17,1.08,1.09,1.92,0.31,1.93,2.64,0.67
2016,4460,Uribia,50622,64.23,64.23,40.14,67.68,17.39,4.48,76.96,89.15,123.68,38.39,16.14,29.11,70.0,8.81,6.82,10.92,2.2,1.15,89.68,92.81,87.73,94.77,96.76,1.52,0.37,1.35,3.04,2.1,3.21,2.09,3.54,3.11,0.38
2016,4449,Riohacha,73852,68.34,68.27,43.87,65.58,46.09,21.96,77.27,83.18,91.24,71.29,43.02,22.403,10.63,3.38,4.11,3.26,3.65,1.95,89.97,93.3,90.05,87.74,94.23,6.65,2.59,6.69,8.6,3.83,8.6,7.59,8.48,10.26,3.48
2016,4436,Pitalito,30676,96.33,96.3,62.9,97.17,82.21,42.58,109.7,91.85,114.65,118.29,89.48,28.203,93.04,5.32,4.47,3.3,8.32,5.24,83.49,95.38,88.89,73.45,83.69,11.18,0.15,7.81,18.23,11.07,4.57,0.05,3.69,7.06,3.45
2016,4382,Quibdó,33629,97.16,97.15,64.25,94.63,73.77,43.38,111.28,99.15,122.12,109.1,92.55,22.28,48.31,1.09,0.94,1.15,1.22,0.52,89.15,98.99,90.63,82.83,93.72,9.75,0.08,8.22,15.95,5.76,1.23,0.83,1.54,1.15,0.28
2016,3960,Malambo,27616,84.24,83.93,46.62,85.11,66.76,37.04,89.95,72.58,105.13,88.71,62.59,26.186,100.0,2.77,4.67,2.58,3.11,1.47,96.01,95.25,96.37,95.12,97.72,1.22,0.08,1.06,1.78,0.81,1.03,1.15,1.08,1.07,0.56
2016,3832,Vichada (ETC),21951,77.78,77.78,41.52,80.09,34.58,14.69,87.9,84.46,125.36,63.17,37.3,17.248,41.58,8.16,10.14,7.71,9.09,6.22,78.03,88.05,75.21,79.37,88.22,13.81,1.8,17.08,11.53,5.57,3.26,1.74,3.79,2.88,1.21
2016,3831,Vaupés (ETC),12654,64.17,64.17,23.91,63.33,38.09,12.67,76.78,47.3,96.43,73.94,45.46,14.21,25.66,6.6,6.37,4.97,10.15,5.11,83.11,93.45,82.91,80.29,87.84,10.29,0.19,12.12,9.56,7.06,3.02,1.31,3.26,3.2,1.8
2016,3830,Guaviare (ETC),31671,54.83,54.83,25.99,53.38,41.52,21.19,65.4,52.76,72.05,68.69,47.23,27.866,19.75,4.7,5.32,3.59,6.47,4.45,89.19,94.16,91.48,84.22,88.88,6.11,0.51,4.93,9.3,6.67,2.85,1.09,2.18,4.57,2.22
2016,3829,Guainía (ETC),11935,77.64,77.64,58.82,75.91,35.5,9.01,95.79,120.45,117.88,89.33,41.23,26.299,18.89,8.21,9.63,6.64,11.16,6.0,74.85,82.69,77.2,65.65,81.24,16.94,7.67,16.16,23.19,12.77,1.9,3.76,1.68,1.8,0.58
2016,3828,Amazonas (ETC),22243,81.36,81.35,45.44,80.27,59.77,26.64,96.12,84.42,108.78,96.16,68.38,21.218,26.61,5.06,5.23,2.75,8.49,5.96,89.11,94.45,91.28,84.46,88.25,5.83,0.32,5.97,7.05,5.79,6.61,1.66,7.5,7.17,4.14
2016,3827,"Archipiélago de San Andrés, Providencia y Santa Catalina (ETC)",15167,68.17,68.15,46.9,70.28,60.46,38.67,73.81,64.84,80.67,76.08,57.06,25.96,79.17,2.26,1.09,2.3,2.66,1.62,97.73,98.91,97.7,97.34,98.29,0.01,,,,0.1,2.47,,1.99,3.71,2.38
2016,3826,Putumayo (ETC),91441,76.11,76.09,34.27,73.99,64.26,32.65,87.8,70.36,92.53,95.51,69.27,26.859,16.08,7.53,7.57,6.66,9.18,5.91,86.13,92.2,88.75,80.76,88.1,6.34,0.23,4.59,10.06,6.0,2.56,1.37,2.34,3.55,1.1
2016,3825,Casanare (ETC),54397,97.0,96.94,61.38,95.98,79.06,43.96,107.88,90.12,117.59,113.03,81.67,24.378,32.88,4.01,3.64,3.26,5.43,3.24,91.51,96.26,93.66,87.26,91.85,4.48,0.1,3.09,7.31,4.9,2.22,0.38,1.91,3.35,1.35
2016,3824,Arauca (ETC),75185,73.98,73.95,45.72,73.41,56.6,30.26,85.37,81.85,96.01,83.0,63.17,20.236,13.29,3.72,4.45,2.99,4.75,3.61,96.28,95.55,97.01,95.25,96.37,0.0,,,,0.02,3.44,1.17,2.49,5.99,2.3
2016,3823,Tuluá,38807,91.31,91.14,55.92,87.07,83.27,51.63,103.62,74.71,103.05,116.67,93.68,26.573,56.64,5.11,4.4,3.78,7.08,3.98,90.57,95.29,92.34,86.92,93.4,4.32,0.31,3.88,6.0,2.62,1.55,0.63,1.31,2.17,0.92
2016,3822,Palmira,51829,97.12,96.99,61.69,94.4,82.45,47.44,113.6,88.35,121.21,120.63,94.5,23.937,98.26,5.24,5.27,4.36,6.96,3.46,86.74,94.44,89.84,80.27,89.72,8.02,0.29,5.79,12.77,6.82,2.52,1.56,2.66,3.11,0.7
2016,3821,Cartago,23917,84.38,84.37,51.31,79.77,76.91,46.84,95.21,76.18,96.16,103.3,85.96,30.401,97.67,0.86,1.82,0.68,0.99,0.66,88.84,96.28,92.18,82.32,91.34,10.3,1.9,7.15,16.69,8.0,7.0,1.27,6.12,10.82,2.51
2016,3820,Guadalajara de Buga,19144,109.02,108.87,63.32,101.35,97.85,61.33,126.45,100.25,125.19,138.98,117.77,23.761,66.13,6.02,5.93,5.05,8.02,3.49,85.29,92.92,88.24,79.27,88.93,8.68,1.15,6.7,12.72,7.59,1.4,0.96,1.16,1.88,1.03
